entry,at,order
"-- ending hand #179 --",2022-08-29T01:49:13.949Z,166173775394902
"""onlycallz @ xj3nLBqQ53"" collected 1.00 from pot",2022-08-29T01:49:13.949Z,166173775394901
"Uncalled bet of 0.75 returned to ""onlycallz @ xj3nLBqQ53""",2022-08-29T01:49:13.949Z,166173775394900
"""DonkeyKing @ j5UIC5xTp0"" folds",2022-08-29T01:49:13.084Z,166173775308400
"""onlycallz @ xj3nLBqQ53"" raises to 1.25",2022-08-29T01:49:11.820Z,166173775182000
"""DonkeyKing @ j5UIC5xTp0"" posts a big blind of 0.50",2022-08-29T01:49:09.153Z,166173774915305
"""onlycallz @ xj3nLBqQ53"" posts a small blind of 0.25",2022-08-29T01:49:09.153Z,166173774915304
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (112.05) | #6 ""DonkeyKing @ j5UIC5xTp0"" (82.27)",2022-08-29T01:49:09.153Z,166173774915301
"-- starting hand #179  (No Limit Texas Hold'em) (dealer: ""onlycallz @ xj3nLBqQ53"") --",2022-08-29T01:49:09.153Z,166173774915300
"-- ending hand #178 --",2022-08-29T01:49:06.210Z,166173774621002
"""DonkeyKing @ j5UIC5xTp0"" collected 1.00 from pot",2022-08-29T01:49:06.210Z,166173774621001
"Uncalled bet of 0.75 returned to ""DonkeyKing @ j5UIC5xTp0""",2022-08-29T01:49:06.210Z,166173774621000
"""onlycallz @ xj3nLBqQ53"" folds",2022-08-29T01:49:05.360Z,166173774536000
"""DonkeyKing @ j5UIC5xTp0"" raises to 1.25",2022-08-29T01:49:03.949Z,166173774394900
"""onlycallz @ xj3nLBqQ53"" posts a big blind of 0.50",2022-08-29T01:49:01.145Z,166173774114505
"""DonkeyKing @ j5UIC5xTp0"" posts a small blind of 0.25",2022-08-29T01:49:01.145Z,166173774114504
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (112.55) | #6 ""DonkeyKing @ j5UIC5xTp0"" (81.77)",2022-08-29T01:49:01.145Z,166173774114501
"-- starting hand #178  (No Limit Texas Hold'em) (dealer: ""DonkeyKing @ j5UIC5xTp0"") --",2022-08-29T01:49:01.145Z,166173774114500
"-- ending hand #177 --",2022-08-29T01:48:58.207Z,166173773820702
"""onlycallz @ xj3nLBqQ53"" collected 2.50 from pot",2022-08-29T01:48:58.207Z,166173773820701
"Uncalled bet of 0.66 returned to ""onlycallz @ xj3nLBqQ53""",2022-08-29T01:48:58.207Z,166173773820700
"""DonkeyKing @ j5UIC5xTp0"" folds",2022-08-29T01:48:57.350Z,166173773735000
"""onlycallz @ xj3nLBqQ53"" bets 0.66",2022-08-29T01:48:55.152Z,166173773515200
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T01:48:50.665Z,166173773066500
"Flop:  [8♣, 6♥, Q♦]",2022-08-29T01:48:49.133Z,166173772913300
"""DonkeyKing @ j5UIC5xTp0"" calls 1.25",2022-08-29T01:48:48.205Z,166173772820500
"""onlycallz @ xj3nLBqQ53"" raises to 1.25",2022-08-29T01:48:46.556Z,166173772655600
"""DonkeyKing @ j5UIC5xTp0"" posts a big blind of 0.50",2022-08-29T01:48:44.130Z,166173772413005
"""onlycallz @ xj3nLBqQ53"" posts a small blind of 0.25",2022-08-29T01:48:44.130Z,166173772413004
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (111.30) | #6 ""DonkeyKing @ j5UIC5xTp0"" (83.02)",2022-08-29T01:48:44.130Z,166173772413001
"-- starting hand #177  (No Limit Texas Hold'em) (dealer: ""onlycallz @ xj3nLBqQ53"") --",2022-08-29T01:48:44.130Z,166173772413000
"-- ending hand #176 --",2022-08-29T01:48:41.129Z,166173772112902
"""onlycallz @ xj3nLBqQ53"" collected 0.50 from pot",2022-08-29T01:48:41.129Z,166173772112901
"Uncalled bet of 0.25 returned to ""onlycallz @ xj3nLBqQ53""",2022-08-29T01:48:41.129Z,166173772112900
"""DonkeyKing @ j5UIC5xTp0"" folds",2022-08-29T01:48:40.233Z,166173772023300
"""onlycallz @ xj3nLBqQ53"" posts a big blind of 0.50",2022-08-29T01:48:37.733Z,166173771773305
"""DonkeyKing @ j5UIC5xTp0"" posts a small blind of 0.25",2022-08-29T01:48:37.733Z,166173771773304
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (111.05) | #6 ""DonkeyKing @ j5UIC5xTp0"" (83.27)",2022-08-29T01:48:37.733Z,166173771773301
"-- starting hand #176  (No Limit Texas Hold'em) (dealer: ""DonkeyKing @ j5UIC5xTp0"") --",2022-08-29T01:48:37.733Z,166173771773300
"-- ending hand #175 --",2022-08-29T01:48:34.802Z,166173771480202
"""onlycallz @ xj3nLBqQ53"" collected 1.00 from pot",2022-08-29T01:48:34.802Z,166173771480201
"Uncalled bet of 0.75 returned to ""onlycallz @ xj3nLBqQ53""",2022-08-29T01:48:34.802Z,166173771480200
"""DonkeyKing @ j5UIC5xTp0"" folds",2022-08-29T01:48:33.994Z,166173771399400
"""onlycallz @ xj3nLBqQ53"" raises to 1.25",2022-08-29T01:48:31.431Z,166173771143100
"""DonkeyKing @ j5UIC5xTp0"" posts a big blind of 0.50",2022-08-29T01:48:28.528Z,166173770852805
"""onlycallz @ xj3nLBqQ53"" posts a small blind of 0.25",2022-08-29T01:48:28.528Z,166173770852804
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (110.55) | #6 ""DonkeyKing @ j5UIC5xTp0"" (83.77)",2022-08-29T01:48:28.528Z,166173770852801
"-- starting hand #175  (No Limit Texas Hold'em) (dealer: ""onlycallz @ xj3nLBqQ53"") --",2022-08-29T01:48:28.528Z,166173770852800
"-- ending hand #174 --",2022-08-29T01:48:25.523Z,166173770552302
"""DonkeyKing @ j5UIC5xTp0"" collected 22.00 from pot",2022-08-29T01:48:25.523Z,166173770552301
"Uncalled bet of 8.00 returned to ""DonkeyKing @ j5UIC5xTp0""",2022-08-29T01:48:25.523Z,166173770552300
"""onlycallz @ xj3nLBqQ53"" folds",2022-08-29T01:48:24.609Z,166173770460900
"""DonkeyKing @ j5UIC5xTp0"" raises to 16.75",2022-08-29T01:47:25.659Z,166173764565900
"""onlycallz @ xj3nLBqQ53"" raises to 8.75",2022-08-29T01:47:10.156Z,166173763015600
"""DonkeyKing @ j5UIC5xTp0"" bets 2.75",2022-08-29T01:46:52.273Z,166173761227300
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T01:46:38.434Z,166173759843400
"River: J♦, 5♥, 8♠, 3♥ [Q♠]",2022-08-29T01:46:30.332Z,166173759033200
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T01:46:29.513Z,166173758951300
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T01:46:25.765Z,166173758576500
"Turn: J♦, 5♥, 8♠ [3♥]",2022-08-29T01:46:24.314Z,166173758431400
"""onlycallz @ xj3nLBqQ53"" calls 1.00",2022-08-29T01:46:23.406Z,166173758340600
"""DonkeyKing @ j5UIC5xTp0"" bets 1.00",2022-08-29T01:46:14.579Z,166173757457900
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T01:46:12.145Z,166173757214500
"Flop:  [J♦, 5♥, 8♠]",2022-08-29T01:46:10.517Z,166173757051700
"""onlycallz @ xj3nLBqQ53"" calls 1.25",2022-08-29T01:46:09.625Z,166173756962500
"""DonkeyKing @ j5UIC5xTp0"" raises to 1.25",2022-08-29T01:46:02.834Z,166173756283400
"""onlycallz @ xj3nLBqQ53"" posts a big blind of 0.50",2022-08-29T01:45:59.900Z,166173755990005
"""DonkeyKing @ j5UIC5xTp0"" posts a small blind of 0.25",2022-08-29T01:45:59.900Z,166173755990004
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (121.55) | #6 ""DonkeyKing @ j5UIC5xTp0"" (72.77)",2022-08-29T01:45:59.900Z,166173755990001
"-- starting hand #174  (No Limit Texas Hold'em) (dealer: ""DonkeyKing @ j5UIC5xTp0"") --",2022-08-29T01:45:59.900Z,166173755990000
"-- ending hand #173 --",2022-08-29T01:45:56.981Z,166173755698102
"""DonkeyKing @ j5UIC5xTp0"" collected 0.50 from pot",2022-08-29T01:45:56.981Z,166173755698101
"Uncalled bet of 0.25 returned to ""DonkeyKing @ j5UIC5xTp0""",2022-08-29T01:45:56.981Z,166173755698100
"""onlycallz @ xj3nLBqQ53"" folds",2022-08-29T01:45:56.126Z,166173755612600
"""DonkeyKing @ j5UIC5xTp0"" posts a big blind of 0.50",2022-08-29T01:45:55.092Z,166173755509205
"""onlycallz @ xj3nLBqQ53"" posts a small blind of 0.25",2022-08-29T01:45:55.092Z,166173755509204
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (121.80) | #6 ""DonkeyKing @ j5UIC5xTp0"" (72.52)",2022-08-29T01:45:55.092Z,166173755509201
"-- starting hand #173  (No Limit Texas Hold'em) (dealer: ""onlycallz @ xj3nLBqQ53"") --",2022-08-29T01:45:55.092Z,166173755509200
"-- ending hand #172 --",2022-08-29T01:45:52.097Z,166173755209702
"""onlycallz @ xj3nLBqQ53"" collected 0.50 from pot",2022-08-29T01:45:52.097Z,166173755209701
"Uncalled bet of 0.25 returned to ""onlycallz @ xj3nLBqQ53""",2022-08-29T01:45:52.097Z,166173755209700
"""DonkeyKing @ j5UIC5xTp0"" folds",2022-08-29T01:45:51.250Z,166173755125000
"""onlycallz @ xj3nLBqQ53"" posts a big blind of 0.50",2022-08-29T01:45:49.900Z,166173754990005
"""DonkeyKing @ j5UIC5xTp0"" posts a small blind of 0.25",2022-08-29T01:45:49.900Z,166173754990004
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (121.55) | #6 ""DonkeyKing @ j5UIC5xTp0"" (72.77)",2022-08-29T01:45:49.900Z,166173754990001
"-- starting hand #172  (No Limit Texas Hold'em) (dealer: ""DonkeyKing @ j5UIC5xTp0"") --",2022-08-29T01:45:49.900Z,166173754990000
"-- ending hand #171 --",2022-08-29T01:45:46.898Z,166173754689802
"""DonkeyKing @ j5UIC5xTp0"" collected 2.50 from pot",2022-08-29T01:45:46.898Z,166173754689801
"Uncalled bet of 1.87 returned to ""DonkeyKing @ j5UIC5xTp0""",2022-08-29T01:45:46.898Z,166173754689800
"""onlycallz @ xj3nLBqQ53"" folds",2022-08-29T01:45:46.051Z,166173754605100
"""DonkeyKing @ j5UIC5xTp0"" bets 1.87",2022-08-29T01:45:41.014Z,166173754101400
"River: 8♦, 7♠, 10♦, 10♣ [6♠]",2022-08-29T01:45:34.973Z,166173753497300
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T01:45:34.120Z,166173753412000
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T01:45:26.201Z,166173752620100
"Turn: 8♦, 7♠, 10♦ [10♣]",2022-08-29T01:45:20.960Z,166173752096000
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T01:45:20.125Z,166173752012500
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T01:45:12.222Z,166173751222200
"Flop:  [8♦, 7♠, 10♦]",2022-08-29T01:45:10.669Z,166173751066900
"""DonkeyKing @ j5UIC5xTp0"" calls 1.25",2022-08-29T01:45:09.848Z,166173750984800
"""onlycallz @ xj3nLBqQ53"" raises to 1.25",2022-08-29T01:45:08.131Z,166173750813100
"""DonkeyKing @ j5UIC5xTp0"" posts a big blind of 0.50",2022-08-29T01:45:05.861Z,166173750586105
"""onlycallz @ xj3nLBqQ53"" posts a small blind of 0.25",2022-08-29T01:45:05.861Z,166173750586104
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (122.80) | #6 ""DonkeyKing @ j5UIC5xTp0"" (71.52)",2022-08-29T01:45:05.861Z,166173750586101
"-- starting hand #171  (No Limit Texas Hold'em) (dealer: ""onlycallz @ xj3nLBqQ53"") --",2022-08-29T01:45:05.861Z,166173750586100
"-- ending hand #170 --",2022-08-29T01:45:02.958Z,166173750295802
"""DonkeyKing @ j5UIC5xTp0"" collected 1.00 from pot",2022-08-29T01:45:02.958Z,166173750295801
"Uncalled bet of 0.75 returned to ""DonkeyKing @ j5UIC5xTp0""",2022-08-29T01:45:02.958Z,166173750295800
"""onlycallz @ xj3nLBqQ53"" folds",2022-08-29T01:45:02.125Z,166173750212500
"""DonkeyKing @ j5UIC5xTp0"" raises to 1.25",2022-08-29T01:44:55.674Z,166173749567400
"""onlycallz @ xj3nLBqQ53"" posts a big blind of 0.50",2022-08-29T01:44:51.244Z,166173749124405
"""DonkeyKing @ j5UIC5xTp0"" posts a small blind of 0.25",2022-08-29T01:44:51.244Z,166173749124404
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (123.30) | #6 ""DonkeyKing @ j5UIC5xTp0"" (71.02)",2022-08-29T01:44:51.244Z,166173749124401
"-- starting hand #170  (No Limit Texas Hold'em) (dealer: ""DonkeyKing @ j5UIC5xTp0"") --",2022-08-29T01:44:51.244Z,166173749124400
"-- ending hand #169 --",2022-08-29T01:44:48.142Z,166173748814204
"""DonkeyKing @ j5UIC5xTp0"" collected 20.92 from pot with Three of a Kind, Q's (combination: Q♦, Q♥, Q♠, A♦, K♠)",2022-08-29T01:44:48.142Z,166173748814203
"""DonkeyKing @ j5UIC5xTp0"" shows a A♦, 5♦.",2022-08-29T01:44:48.142Z,166173748814202
"""onlycallz @ xj3nLBqQ53"" collected 20.92 from pot with Three of a Kind, Q's (combination: Q♦, Q♥, Q♠, A♥, K♠)",2022-08-29T01:44:48.142Z,166173748814201
"""onlycallz @ xj3nLBqQ53"" shows a A♥, 4♠.",2022-08-29T01:44:48.142Z,166173748814200
"""onlycallz @ xj3nLBqQ53"" calls 12.55",2022-08-29T01:44:47.315Z,166173748731500
"""DonkeyKing @ j5UIC5xTp0"" bets 12.55",2022-08-29T01:44:08.426Z,166173744842600
"River: Q♦, K♠, 2♣, Q♥ [Q♠]",2022-08-29T01:43:49.114Z,166173742911400
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T01:43:48.273Z,166173742827300
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T01:43:35.132Z,166173741513200
"Turn: Q♦, K♠, 2♣ [Q♥]",2022-08-29T01:43:30.698Z,166173741069800
"""onlycallz @ xj3nLBqQ53"" calls 3.25",2022-08-29T01:43:29.795Z,166173740979500
"""DonkeyKing @ j5UIC5xTp0"" bets 3.25",2022-08-29T01:43:20.789Z,166173740078900
"Flop:  [Q♦, K♠, 2♣]",2022-08-29T01:43:12.971Z,166173739297100
"""onlycallz @ xj3nLBqQ53"" calls 5.12",2022-08-29T01:43:12.161Z,166173739216100
"""DonkeyKing @ j5UIC5xTp0"" raises to 5.12",2022-08-29T01:43:05.571Z,166173738557100
"""onlycallz @ xj3nLBqQ53"" raises to 1.25",2022-08-29T01:43:00.279Z,166173738027900
"""DonkeyKing @ j5UIC5xTp0"" posts a big blind of 0.50",2022-08-29T01:42:57.477Z,166173737747705
"""onlycallz @ xj3nLBqQ53"" posts a small blind of 0.25",2022-08-29T01:42:57.477Z,166173737747704
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (123.30) | #6 ""DonkeyKing @ j5UIC5xTp0"" (71.02)",2022-08-29T01:42:57.477Z,166173737747701
"-- starting hand #169  (No Limit Texas Hold'em) (dealer: ""onlycallz @ xj3nLBqQ53"") --",2022-08-29T01:42:57.477Z,166173737747700
"-- ending hand #168 --",2022-08-29T01:42:54.565Z,166173737456502
"""onlycallz @ xj3nLBqQ53"" collected 0.50 from pot",2022-08-29T01:42:54.565Z,166173737456501
"Uncalled bet of 0.25 returned to ""onlycallz @ xj3nLBqQ53""",2022-08-29T01:42:54.565Z,166173737456500
"""DonkeyKing @ j5UIC5xTp0"" folds",2022-08-29T01:42:53.745Z,166173737374500
"""onlycallz @ xj3nLBqQ53"" posts a big blind of 0.50",2022-08-29T01:42:48.671Z,166173736867105
"""DonkeyKing @ j5UIC5xTp0"" posts a small blind of 0.25",2022-08-29T01:42:48.671Z,166173736867104
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (123.05) | #6 ""DonkeyKing @ j5UIC5xTp0"" (71.27)",2022-08-29T01:42:48.671Z,166173736867101
"-- starting hand #168  (No Limit Texas Hold'em) (dealer: ""DonkeyKing @ j5UIC5xTp0"") --",2022-08-29T01:42:48.671Z,166173736867100
"-- ending hand #167 --",2022-08-29T01:42:45.673Z,166173736567302
"""DonkeyKing @ j5UIC5xTp0"" collected 2.50 from pot",2022-08-29T01:42:45.673Z,166173736567301
"Uncalled bet of 1.25 returned to ""DonkeyKing @ j5UIC5xTp0""",2022-08-29T01:42:45.673Z,166173736567300
"""onlycallz @ xj3nLBqQ53"" folds",2022-08-29T01:42:44.831Z,166173736483100
"""DonkeyKing @ j5UIC5xTp0"" bets 1.25",2022-08-29T01:42:42.166Z,166173736216600
"Turn: 5♥, 8♣, 4♠ [6♠]",2022-08-29T01:42:38.469Z,166173735846900
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T01:42:37.663Z,166173735766300
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T01:42:29.210Z,166173734921000
"Flop:  [5♥, 8♣, 4♠]",2022-08-29T01:42:27.660Z,166173734766000
"""DonkeyKing @ j5UIC5xTp0"" calls 1.25",2022-08-29T01:42:26.809Z,166173734680900
"""onlycallz @ xj3nLBqQ53"" raises to 1.25",2022-08-29T01:42:24.626Z,166173734462600
"""DonkeyKing @ j5UIC5xTp0"" posts a big blind of 0.50",2022-08-29T01:42:22.455Z,166173734245505
"""onlycallz @ xj3nLBqQ53"" posts a small blind of 0.25",2022-08-29T01:42:22.455Z,166173734245504
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (124.30) | #6 ""DonkeyKing @ j5UIC5xTp0"" (70.02)",2022-08-29T01:42:22.455Z,166173734245501
"-- starting hand #167  (No Limit Texas Hold'em) (dealer: ""onlycallz @ xj3nLBqQ53"") --",2022-08-29T01:42:22.455Z,166173734245500
"-- ending hand #166 --",2022-08-29T01:42:19.457Z,166173733945702
"""onlycallz @ xj3nLBqQ53"" collected 2.50 from pot",2022-08-29T01:42:19.457Z,166173733945701
"Uncalled bet of 3.75 returned to ""onlycallz @ xj3nLBqQ53""",2022-08-29T01:42:19.457Z,166173733945700
"""DonkeyKing @ j5UIC5xTp0"" folds",2022-08-29T01:42:18.615Z,166173733861500
"""onlycallz @ xj3nLBqQ53"" raises to 5.00",2022-08-29T01:42:16.248Z,166173733624800
"""DonkeyKing @ j5UIC5xTp0"" raises to 1.25",2022-08-29T01:42:11.659Z,166173733165900
"""onlycallz @ xj3nLBqQ53"" posts a big blind of 0.50",2022-08-29T01:42:09.248Z,166173732924805
"""DonkeyKing @ j5UIC5xTp0"" posts a small blind of 0.25",2022-08-29T01:42:09.248Z,166173732924804
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (123.05) | #6 ""DonkeyKing @ j5UIC5xTp0"" (71.27)",2022-08-29T01:42:09.248Z,166173732924801
"-- starting hand #166  (No Limit Texas Hold'em) (dealer: ""DonkeyKing @ j5UIC5xTp0"") --",2022-08-29T01:42:09.248Z,166173732924800
"-- ending hand #165 --",2022-08-29T01:42:06.255Z,166173732625502
"""DonkeyKing @ j5UIC5xTp0"" collected 0.50 from pot",2022-08-29T01:42:06.255Z,166173732625501
"Uncalled bet of 0.25 returned to ""DonkeyKing @ j5UIC5xTp0""",2022-08-29T01:42:06.255Z,166173732625500
"""onlycallz @ xj3nLBqQ53"" folds",2022-08-29T01:42:05.396Z,166173732539600
"""DonkeyKing @ j5UIC5xTp0"" posts a big blind of 0.50",2022-08-29T01:42:02.941Z,166173732294105
"""onlycallz @ xj3nLBqQ53"" posts a small blind of 0.25",2022-08-29T01:42:02.941Z,166173732294104
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (123.30) | #6 ""DonkeyKing @ j5UIC5xTp0"" (71.02)",2022-08-29T01:42:02.941Z,166173732294101
"-- starting hand #165  (No Limit Texas Hold'em) (dealer: ""onlycallz @ xj3nLBqQ53"") --",2022-08-29T01:42:02.941Z,166173732294100
"-- ending hand #164 --",2022-08-29T01:42:00.031Z,166173732003102
"""DonkeyKing @ j5UIC5xTp0"" collected 2.50 from pot",2022-08-29T01:42:00.031Z,166173732003101
"Uncalled bet of 1.00 returned to ""DonkeyKing @ j5UIC5xTp0""",2022-08-29T01:42:00.031Z,166173732003100
"""onlycallz @ xj3nLBqQ53"" folds",2022-08-29T01:41:59.167Z,166173731916700
"""DonkeyKing @ j5UIC5xTp0"" bets 1.00",2022-08-29T01:41:58.110Z,166173731811000
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T01:41:53.931Z,166173731393100
"Flop:  [K♦, K♥, 7♥]",2022-08-29T01:41:52.320Z,166173731232000
"""onlycallz @ xj3nLBqQ53"" calls 1.25",2022-08-29T01:41:51.415Z,166173731141500
"""DonkeyKing @ j5UIC5xTp0"" raises to 1.25",2022-08-29T01:41:47.079Z,166173730707900
"""onlycallz @ xj3nLBqQ53"" posts a big blind of 0.50",2022-08-29T01:41:44.327Z,166173730432705
"""DonkeyKing @ j5UIC5xTp0"" posts a small blind of 0.25",2022-08-29T01:41:44.327Z,166173730432704
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (124.55) | #6 ""DonkeyKing @ j5UIC5xTp0"" (69.77)",2022-08-29T01:41:44.327Z,166173730432701
"-- starting hand #164  (No Limit Texas Hold'em) (dealer: ""DonkeyKing @ j5UIC5xTp0"") --",2022-08-29T01:41:44.327Z,166173730432700
"-- ending hand #163 --",2022-08-29T01:41:41.313Z,166173730131302
"""DonkeyKing @ j5UIC5xTp0"" collected 2.50 from pot with Pair, A's (combination: A♣, A♠, 9♦, 8♥, 4♦)",2022-08-29T01:41:41.313Z,166173730131301
"""DonkeyKing @ j5UIC5xTp0"" shows a 4♦, A♣.",2022-08-29T01:41:41.313Z,166173730131300
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T01:41:40.399Z,166173730039900
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T01:41:38.813Z,166173729881300
"River: 8♥, 2♦, 3♥, A♠ [9♦]",2022-08-29T01:41:34.997Z,166173729499700
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T01:41:34.163Z,166173729416300
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T01:41:29.001Z,166173728900100
"Turn: 8♥, 2♦, 3♥ [A♠]",2022-08-29T01:41:26.198Z,166173728619800
"""onlycallz @ xj3nLBqQ53"" checks",2022-08-29T01:41:25.352Z,166173728535200
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T01:41:18.343Z,166173727834300
"Flop:  [8♥, 2♦, 3♥]",2022-08-29T01:41:16.898Z,166173727689800
"""DonkeyKing @ j5UIC5xTp0"" calls 1.25",2022-08-29T01:41:16.049Z,166173727604900
"""onlycallz @ xj3nLBqQ53"" raises to 1.25",2022-08-29T01:41:14.971Z,166173727497100
"""DonkeyKing @ j5UIC5xTp0"" posts a big blind of 0.50",2022-08-29T01:41:12.497Z,166173727249705
"""onlycallz @ xj3nLBqQ53"" posts a small blind of 0.25",2022-08-29T01:41:12.497Z,166173727249704
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (125.80) | #6 ""DonkeyKing @ j5UIC5xTp0"" (68.52)",2022-08-29T01:41:12.497Z,166173727249701
"-- starting hand #163  (No Limit Texas Hold'em) (dealer: ""onlycallz @ xj3nLBqQ53"") --",2022-08-29T01:41:12.497Z,166173727249700
"-- ending hand #162 --",2022-08-29T01:41:09.586Z,166173726958602
"""onlycallz @ xj3nLBqQ53"" collected 0.50 from pot",2022-08-29T01:41:09.586Z,166173726958601
"Uncalled bet of 0.25 returned to ""onlycallz @ xj3nLBqQ53""",2022-08-29T01:41:09.586Z,166173726958600
"""DonkeyKing @ j5UIC5xTp0"" folds",2022-08-29T01:41:08.784Z,166173726878400
"""onlycallz @ xj3nLBqQ53"" posts a big blind of 0.50",2022-08-29T01:41:07.386Z,166173726738605
"""DonkeyKing @ j5UIC5xTp0"" posts a small blind of 0.25",2022-08-29T01:41:07.386Z,166173726738604
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (125.55) | #6 ""DonkeyKing @ j5UIC5xTp0"" (68.77)",2022-08-29T01:41:07.386Z,166173726738601
"-- starting hand #162  (No Limit Texas Hold'em) (dealer: ""DonkeyKing @ j5UIC5xTp0"") --",2022-08-29T01:41:07.386Z,166173726738600
"-- ending hand #161 --",2022-08-29T01:41:04.301Z,166173726430102
"""onlycallz @ xj3nLBqQ53"" collected 45.80 from pot with Flush, Ad High (combination: A♦, K♦, 8♦, 6♦, 4♦)",2022-08-29T01:41:04.301Z,166173726430101
"""onlycallz @ xj3nLBqQ53"" shows a 6♦, K♦.",2022-08-29T01:41:04.301Z,166173726430100
"""DonkeyKing @ j5UIC5xTp0"" calls 17.17",2022-08-29T01:41:03.492Z,166173726349200
"""onlycallz @ xj3nLBqQ53"" bets 17.17",2022-08-29T01:40:53.883Z,166173725388300
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T01:40:20.558Z,166173722055800
"River: 8♦, 4♦, A♦, 7♥ [2♠]",2022-08-29T01:40:17.669Z,166173721766900
"""DonkeyKing @ j5UIC5xTp0"" calls 3.82",2022-08-29T01:40:16.771Z,166173721677100
"""onlycallz @ xj3nLBqQ53"" bets 3.82",2022-08-29T01:40:08.588Z,166173720858800
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T01:39:56.678Z,166173719667800
"Turn: 8♦, 4♦, A♦ [7♥]",2022-08-29T01:39:54.250Z,166173719425000
"""DonkeyKing @ j5UIC5xTp0"" calls 0.66",2022-08-29T01:39:53.369Z,166173719336900
"""onlycallz @ xj3nLBqQ53"" bets 0.66",2022-08-29T01:39:49.542Z,166173718954200
"""DonkeyKing @ j5UIC5xTp0"" checks",2022-08-29T01:39:43.400Z,166173718340000
"Flop:  [8♦, 4♦, A♦]",2022-08-29T01:39:41.833Z,166173718183300
"""DonkeyKing @ j5UIC5xTp0"" calls 1.25",2022-08-29T01:39:40.989Z,166173718098900
"""onlycallz @ xj3nLBqQ53"" raises to 1.25",2022-08-29T01:39:39.025Z,166173717902500
"""DonkeyKing @ j5UIC5xTp0"" posts a big blind of 0.50",2022-08-29T01:39:35.633Z,166173717563305
"""onlycallz @ xj3nLBqQ53"" posts a small blind of 0.25",2022-08-29T01:39:35.633Z,166173717563304
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (102.65) | #6 ""DonkeyKing @ j5UIC5xTp0"" (91.67)",2022-08-29T01:39:35.633Z,166173717563301
"-- starting hand #161  (No Limit Texas Hold'em) (dealer: ""onlycallz @ xj3nLBqQ53"") --",2022-08-29T01:39:35.633Z,166173717563300
"-- ending hand #160 --",2022-08-29T01:39:32.726Z,166173717272602
"""onlycallz @ xj3nLBqQ53"" collected 0.50 from pot",2022-08-29T01:39:32.726Z,166173717272601
"Uncalled bet of 0.25 returned to ""onlycallz @ xj3nLBqQ53""",2022-08-29T01:39:32.726Z,166173717272600
"""DonkeyKing @ j5UIC5xTp0"" folds",2022-08-29T01:39:31.855Z,166173717185500
"""onlycallz @ xj3nLBqQ53"" posts a big blind of 0.50",2022-08-29T01:39:29.931Z,166173716993105
"""DonkeyKing @ j5UIC5xTp0"" posts a small blind of 0.25",2022-08-29T01:39:29.931Z,166173716993104
"Player stacks: #1 ""onlycallz @ xj3nLBqQ53"" (102.40) | #6 ""DonkeyKing @ j5UIC5xTp0"" (91.92)",2022-08-29T01:39:29.931Z,166173716993101
"-- starting hand #160  (No Limit Texas Hold'em) (dealer: ""DonkeyKing @ j5UIC5xTp0"") --",2022-08-29T01:39:29.931Z,166173716993100
